Startup Name,Startup URL,Twitter URL,LinkedIn URL,Logo URL,Description,Founding Year,Invested Year
Go Colors,http://www.gocolors.co.in/,https://twitter.com/GoColorsIndia,https://in.linkedin.com/in/gocolors,https://d33wubrfki0l68.cloudfront.net/67c7a5a85571c74b4f2ecf8c7e57c79874214608/bc374/img/c/go-colors-logo_w65_h65.jpg,Go Colors sells branded women's apparel.,2010,2010
Grabhouse,https://grabhouse.com/,https://twitter.com/grabhouse,https://www.linkedin.com/company/grabhouse,https://d33wubrfki0l68.cloudfront.net/dfb1e7bfd2f6027cde53544df86ab199ced344d2/9af4d/img/c/grabhouse-logo_w65_h65.png,Grabhouse.com is broker free house renting website that helps people find compatible roommates and rented accommodation.,2013,2013
HealthEngine,https://healthengine.com.au/,https://twitter.com/healthengine,https://www.linkedin.com/company/healthengine,https://d33wubrfki0l68.cloudfront.net/2a9ab9b0a9128c45755455001f25c9b401bda177/e1af8/img/c/healthengine-logo_w65_h65.png,HealthEngine is Australia’s leading online healthcare marketplace.,2006,2006
Hector Beverages,http://www.paperboatdrinks.com/,https://twitter.com/paperboatdrinks,https://www.linkedin.com/company/hector-beverages-pvt-ltd,https://d33wubrfki0l68.cloudfront.net/dab3d9cfac8e6a1d6260777512dbadf4910e189f/b7bab/img/c/hector-logo_w65_h65.png,Hector Beverages markets Paper Boat – a range of drinks that revive flavours and memories of the past.,2009,2009
Idea Device,https://ideadevice.com/,https://twitter.com/ideadevice,https://www.linkedin.com/company/idea-device-technologies,https://d33wubrfki0l68.cloudfront.net/476e3e831d406ca49606dbeb493d39bf6899e0e7/28ab5/img/c/idea-device_w65_h65.png,Idea Device provides datacenter and cloud automation products.,2009,2009
IMI Mobile,http://www.imimobile.com/,https://twitter.com/imimobile,https://www.linkedin.com/company/imimobile,https://d33wubrfki0l68.cloudfront.net/40e21811056b643f4f03a8d88286e25c5bcb49f6/5bc7c/img/c/imi-mobile_w65_h65.png,IMI Mobile provides technology platforms that enable the delivery of innovative mobile services.,1987,1987
Indigo Paints,http://www.indigopaints.com/,https://twitter.com/indigopaints,https://www.linkedin.com/company/indigo-paints-pvt-ltd,https://d33wubrfki0l68.cloudfront.net/941b74fa6ba49026b0741278d0e8c0767e095ee3/66e34/img/c/indigo-paints_w65_h65.png,Indigo Paints provides branded decorative paints.,2000,2000
Innovcare Lifesciences,http://innovcare.in/,,,https://d33wubrfki0l68.cloudfront.net/f57ee0b159f27c581f55746700de999c33688a11/77ba3/img/c/innovcare-logo_w65_h65.jpg,Innovcare Lifesciences is a healthcare service provider.,2014,2014
JustDial,http://www.justdial.com/,https://twitter.com/Just_Dial,https://in.linkedin.com/company/justdial,https://d33wubrfki0l68.cloudfront.net/0a72fe9b27ce3cf9879de4a25d1ddd12f9d37fbd/3ca02/img/c/jsutdial_w65_h65.jpg,JustDial is India's leading local search engine.,1993,1993
Knowlarity,http://www.knowlarity.com/,https://twitter.com/knowlarity,https://www.linkedin.com/company/knowlarity-communications,https://d33wubrfki0l68.cloudfront.net/34dd756a8f20abd1df1c0f8e8f369c2bca882525/7f2f1/img/c/knowlarity-logo-hi-res_w65_h65.jpg,Knowlarity provides cloud telephony solutions to business enterprises.,2009,2009
Kredx,https://www.kredx.com/,https://twitter.com/KredXIndia,https://www.linkedin.com/company/kredx-india,https://d33wubrfki0l68.cloudfront.net/38e3d0661085b5b15314c7793e92da0d57d2ab32/23c5c/img/c/kredx-logo_w65_h65.jpg,Kredx is India’s first online discounting marketplace where creditworthy SMEs can get their invoices discounted through a network of investors for a short tenure.,2015,2015
MadStreetDen,http://vue.ai/,https://twitter.com/vue_ai,https://www.linkedin.com/company/mad-street-den,https://d33wubrfki0l68.cloudfront.net/08ca2a06446b38324bcf244fe2ba59aa09d7270c/5bdd6/img/c/madstreetden-logo-final_w65_h65.jpg,Mad Street Den is a computer vision and artificial intelligence (AI) company.,2013,2013
Micromax,http://www.micromaxinfo.com/,https://twitter.com/Micromax_Mobile,https://www.linkedin.com/company/micromax-infomatics-ltd,https://d33wubrfki0l68.cloudfront.net/e29b54ceaaa5951eeab22e7264c594dd85a29c78/a5d5c/img/c/micromax_w65_h65.png,Micromax is the leading Indian brand for mobile handsets and tablets.,2000,2000
Mobikwik,https://www.mobikwik.com/,https://twitter.com/MobiKwik,https://in.linkedin.com/company/mobikwik,https://d33wubrfki0l68.cloudfront.net/5f08146a8e44a0cef4424eaac7ff07ab13d124b2/7d849/img/c/mobikwik_w65_h65.png,Mobikwik is a leading mobile wallet company that enables consumers to transact offline and online.,2009,2009
Moolchand,http://www.moolchandhealthcare.com/,https://twitter.com/moolchandhosp,https://in.linkedin.com/company/moolchand-healthcare,https://d33wubrfki0l68.cloudfront.net/e57a55c31ff66e57088848a7928bd79e121c1365/5938f/img/c/moolchand_w65_h65.jpg,Moolchand is a healthcare service provider.,2006,2006
Mu Sigma,http://www.mu-sigma.com,https://twitter.com/MuSigmaInc,https://www.linkedin.com/company/mu-sigma,https://d33wubrfki0l68.cloudfront.net/5aa34bd0fc4484b7d916db0d6e82470a131b6c0c/1ce21/img/c/musigma_w65_h65.jpg,Mu Sigma provides decision sciences and analytics services to help companies institutionalize data-driven decision making.,2005,2005
nearbuy,http://www.nearbuy.com/deals/delhi-ncr,https://twitter.com/nearbuyin,https://www.linkedin.com/company/groupon-india,https://d33wubrfki0l68.cloudfront.net/f97a627b735e8a0e154181b8f07b898bcf95af63/2a773/img/c/nearbuy-logo-vertical-new_w65_h65.jpg,"nearbuy provides consumers with one of the widest coverage of local deals in restaurants, spas, hotels, products and other categories.",2015,2015
OlaCabs,https://www.olacabs.com/,https://twitter.com/olacabs,https://in.linkedin.com/company/olacabs-com,https://d33wubrfki0l68.cloudfront.net/968294a8119922319234692680291b6806201c14/47d11/img/c/ola-logo_w65_h65.jpg,"OlaCabs, popularly known as Ola, is a mobile app for personal transportation in India.",2010,2010
Oyo Rooms,http://www.oyorooms.com/,https://twitter.com/oyorooms,https://www.linkedin.com/company/oyo-rooms,https://d33wubrfki0l68.cloudfront.net/0ce5ccaa482ee75c5077f13bf9b7de45ec408706/bcdf2/img/c/oyo-rooms_w65_h65.png,Oyo is India’s largest branded chain of hotels offering standardised stay experiences at affordable prices.,2012,2012
Pine Labs,http://pinelabs.com/,https://twitter.com/pinelabsindia,https://www.linkedin.com/company/pinelabs-private-limited,https://d33wubrfki0l68.cloudfront.net/31bdaf94ef1cc6a7abf49f775315f473ffcb0cd4/d5684/img/c/pine-labs_w65_h65.png,Pine Labs is a leader in payments and loyalty solutions for retail companies.,1998,1998
Practo,https://www.practo.com/,https://twitter.com/Practo,https://in.linkedin.com/company/practo-technologies-pvt-ltd,https://d33wubrfki0l68.cloudfront.net/6eb34ca62eb2c65f5245b8f4209ab5851374c351/d8b68/img/c/practo_w65_h65.png,"Practo is a healthcare app that allows consumers to find doctors, book appointments and conduct online consultations.",2008,2008
Pressplay,http://www.pressplaytv.in/,https://twitter.com/PressPlayTVapp?ref_src=twsrc%5Etfw,https://www.linkedin.com/company/pressplay,https://d33wubrfki0l68.cloudfront.net/ad3c4e2e1b4c913b975cbb519a2ab06b9cab483c/ff52c/img/c/pressplay-logo_w65_h65.png,,2014,2014
Quick Heal,http://www.quickheal.com/,https://twitter.com/quickheal,https://www.linkedin.com/company/quick-heal-technologies-pvt--ltd-?trk=parent_company_logo,https://d33wubrfki0l68.cloudfront.net/8b81d166b5b23fd0eaec23f547e3b2a845d17b12/b417a/img/c/quickheal_w65_h65.png,Quick Heal is a provider of Internet Security tools and a leader in Anti-Virus Technology in India.,1995,1995
Runnr,http://www.roadrunnr.in/,https://twitter.com/road__runnr,https://www.linkedin.com/company/roadrunnr,https://d33wubrfki0l68.cloudfront.net/58886afb062e77fd0823a5a17d167995826e04c3/a898a/img/c/roadrunnr_w65_h65.png,Runnr provides merchants across India with a hyperlocal delivery service.,2015,2015
SCIO Health Analytics,http://www.sciohealthanalytics.com/,https://twitter.com/SCIOanalytics,https://www.linkedin.com/company/scio-health-analytics,https://d33wubrfki0l68.cloudfront.net/f172dc8c54c240a87633cfe5a71cb2205db5bf76/83b10/img/c/scio_w65_h65.jpg,SCIO Health Analytics provides analytics-driven solutions to the healthcare market.,2007,2007
SirionLabs,http://www.sirionlabs.com/,https://twitter.com/SirionLabs?utm_campaign=SL-Website-Social-Links&utm_content=Footer-Twitter-Links&utm_medium=SL-Website-Footer-Twitter&utm_source=SL-Website,https://www.linkedin.com/company/sirionlabs?utm_campaign=SL-Website-Social-Links&utm_content=Footer-LinkedIn-Links&utm_medium=SL-Website-Footer-LinkedIn&utm_source=SL-Website,https://d33wubrfki0l68.cloudfront.net/86ed79d4da1254f728b36a4dfffb9c1f4238ffbd/2e161/img/c/sirionlabs-logo-newesttttttttttttttt_w65_h65.jpg,SirionLabs is the leading provider of enterprise SaaS products that leverage automation and advanced analytics to enable effective post-signature management of complex services engagements (e.g. ITO and BPO) for buyers and suppliers.,2012,2012
Star Health,http://www.starhealth.in/,,https://in.linkedin.com/pub/star-health/25/2a6/ba9,https://d33wubrfki0l68.cloudfront.net/f0c35a1ace085932ef89cb4ae18db31f064a7348/46e18/img/c/star-health_w65_h65.jpg,"Star Health is a provider of health, accident and related insurance in India.",2005,2005
Suburban Diagnostics,http://www.suburbandiagnostics.com/,https://twitter.com/suburbandiagnos,https://in.linkedin.com/pub/suburban-diagnostics/62/404/458,https://d33wubrfki0l68.cloudfront.net/5279cd1216dd088730710361a89e5733b5031e68/db41b/img/c/suburban_w65_h65.png,"Suburban Diagnostics provides pathology, radiology, cardiology, and preventive health care services.",2002,2002
Tapzo,https://www.tapzo.com/,https://twitter.com/tapzoapp,https://www.linkedin.com/company/akosha,https://d33wubrfki0l68.cloudfront.net/a7df3d67669ebc4b22bf8911b2fa4e380d3e2011/f5c7c/img/c/tapzo-logo_w65_h65.jpg,Tapzo is a personal assistant app that helps people get more things done.,2009,2009
Tokopedia,https://www.tokopedia.com/,https://twitter.com/tokopedia,https://www.linkedin.com/company/pt.-tokopedia,https://d33wubrfki0l68.cloudfront.net/5b3b98409e0a344db80e6146b580afcff2238ad5/ed5d3/img/c/tokopedia_w65_h65.jpg,Tokopedia is an online marketplace for individuals and small and midsize business owners in Indonesia.,2009,2009
Ujjivan,http://www.ujjivan.com/,https://twitter.com/ujjivanmfi,https://www.linkedin.com/company/ujjivan-financial-services,https://d33wubrfki0l68.cloudfront.net/3aec2a27aa624dc37d9a6a6de81a0591d67ff04d/232d4/img/c/ujjivan_w65_h65.jpg,Ujjivan's mission is to provide financial services to the economically active poor to enable them to build a better life.,2004,2004
Urban Ladder,https://www.urbanladder.com/,https://twitter.com/UrbanLadder,https://in.linkedin.com/company/urban-ladder,https://d33wubrfki0l68.cloudfront.net/c3edde8f424e0c56419933bbbe444913681fe51a/f673a/img/c/urbanladder_w65_h65.jpg,Urban Ladder is an online retailer of furniture and home goods selling products primarily under its own brand.,2012,2012
Via,http://www.viaworld.in/,https://twitter.com/viadotcom,,https://d33wubrfki0l68.cloudfront.net/cf91db640523b4afb4a46617014fba04d810d732/72321/img/c/via_w65_h65.jpg,Via is a technology based travel services company with a large and growing network of agents spread across India.,2007,2007
Voonik,http://www.voonik.com/,https://twitter.com/Voonik,https://www.linkedin.com/company/voonikhttps://www.linkedin.com/company/voonik,https://d33wubrfki0l68.cloudfront.net/f0347322b83f0c632722ca3ea98a789e479ae95f/f4c05/img/c/voonik-logo_w65_h65.jpg,Voonik is an online personal stylist helping users handpick fashion apparel.,2013,2013
Wildcraft,http://wildcraft.in/,https://twitter.com/wildcrafttweet,https://in.linkedin.com/company/wildcraft,https://d33wubrfki0l68.cloudfront.net/ead6da5b7f1e3e8a2e6c6951582427d1916a8761/f990d/img/c/wildcraft_w65_h65.jpg,Wildcraft equips travelers & adventurers with gear to experience the great outdoors and life-changing adventures.,1998,1998
Zarget,https://www.zarget.com/,https://twitter.com/ZargetHQ,https://www.linkedin.com/company/zarget,https://d33wubrfki0l68.cloudfront.net/fe56eeafcfbe73e7168aebfdf978522392723b86/c2b05/img/c/zarget_w65_h65.jpg,Zarget is a SaaS-based web optimization and marketing platform that provides comprehensive solutions for small- and medium-sized businesses. ,2015,2015
Zomato,https://www.zomato.com/,https://twitter.com/Zomato?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://in.linkedin.com/company/zomato,https://d33wubrfki0l68.cloudfront.net/7154fff9bf9715ee790cc7eb044b92eecf4538e3/a3f4d/img/c/zomato_w65_h65.png,Zomato aims to help consumers discover great places to eat across the globe.,2010,2010
